customer_id,Customer,Gender,Income,Employment Status,Education,Marital Status,Country,State Code,Location Type,Policy Name,Policy Type,Number of Policies,Premium Per Month,Coverage,Sales Channel,Vehicle Type,Vehicle Size,date,Claim Reason,Claim Demanded,Claim Sanctioned,Number of Open Complaints,Response,Months Since Last Claim,Months Since Policy Inspection
3956,ZX68434,F,0,Unemployed,Doctor,Divorced,US,MO,Suburban,Personal L2,Personal Auto,1,134,Extended,Web,SUV,Medsize,1/13/11,Scratch/Dent,512.4984390999999,643.2,0,No,13,56
3957,CH81088,F,71333,Employed,Bachelor,Married,US,IA,Urban,Personal L3,Personal Auto,1,93,Extended,Call Center,Four-Door Car,Medsize,2/2/11,Hail,372.10571180000005,343.755209,0,No,9,92
3958,SV68939,F,33157,Employed,Master,Married,US,NE,Rural,Personal L3,Personal Auto,3,124,Extended,Agent,SUV,Medsize,2/27/11,Hail,998.8787617999999,286.00396800000004,0,No,28,58
3959,WI81695,F,0,Unemployed,College,Married,US,IA,Suburban,Personal L2,Personal Auto,1,91,Extended,Agent,Four-Door Car,Medsize,1/27/11,Collision,334.2177957,436.8,0,No,8,60
3960,OU50429,M,36580,Employed,Bachelor,Married,US,MO,Suburban,Personal L3,Personal Auto,2,64,Basic,Agent,Four-Door Car,Small,2/4/11,Hail,752.4735746,460.8,1,No,20,76
3961,TE44937,F,11432,Disabled,High School or Below,Married,US,IA,Suburban,Personal L2,Personal Auto,2,119,Basic,Agent,SUV,Small,2/23/11,Hail,1346.6920710000002,571.2,0,Yes,11,9
3962,GC29421,F,78596,Employed,High School or Below,Divorced,US,MO,Rural,Personal L3,Personal Auto,1,73,Basic,Call Center,Four-Door Car,Medsize,1/8/11,Scratch/Dent,294.92826160000004,106.26765900000001,0,No,11,0
3963,RF71693,F,35143,Employed,Bachelor,Married,US,NE,Urban,Corporate L3,Corporate Auto,9,65,Basic,Agent,Four-Door Car,Medsize,1/30/11,Collision,517.9890955,171.18401599999999,0,No,31,37
3964,JZ22920,M,29606,Employed,Master,Married,US,NE,Suburban,Personal L3,Personal Auto,1,81,Extended,Agent,Four-Door Car,Medsize,1/30/11,Scratch/Dent,322.53959879999996,438.276898,0,No,33,32
3965,ZL68596,M,53228,Employed,Master,Married,US,NE,Rural,Special L1,Special Auto,2,73,Basic,Branch,Four-Door Car,Medsize,2/3/11,Hail,884.9689719,137.195447,0,No,26,33
3966,GV91160,F,10312,Retired,High School or Below,Married,US,IA,Suburban,Personal L3,Personal Auto,1,78,Extended,Agent,Four-Door Car,Large,1/20/11,Hail,288.6451602,486.27855700000003,0,Yes,10,63
3967,PC80039,F,19864,Disabled,Bachelor,Divorced,US,IA,Suburban,Personal L2,Personal Auto,1,63,Basic,Web,Four-Door Car,Medsize,1/11/11,Collision,235.94235989999999,352.394515,0,Yes,22,96
3968,RH72839,F,76157,Employed,High School or Below,Married,US,OK,Suburban,Personal L1,Personal Auto,1,116,Premium,Call Center,Two-Door Car,Small,2/14/11,Hail,466.92266399999994,556.8,0,Yes,15,80
3969,SV15363,M,44368,Employed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,3,80,Extended,Call Center,Two-Door Car,Large,1/7/11,Hail,636.6225775,384.0,0,Yes,5,72
3970,CN17219,M,27961,Employed,College,Married,US,IA,Suburban,Personal L3,Personal Auto,2,72,Basic,Agent,Two-Door Car,Small,1/13/11,Collision,2558.1610140000003,345.6,0,No,15,64
3971,ZM84839,F,92777,Employed,College,Married,US,MO,Rural,Personal L1,Personal Auto,2,68,Basic,Web,Two-Door Car,Medsize,2/27/11,Collision,814.6271602,158.041549,2,No,21,83
3972,ZO31878,F,55992,Employed,Master,Married,US,IA,Urban,Personal L3,Personal Auto,3,67,Basic,Call Center,Four-Door Car,Small,2/4/11,Collision,541.2458621000001,191.409775,0,No,16,21
3973,BU70181,M,88997,Employed,Master,Divorced,US,NE,Rural,Personal L3,Personal Auto,3,72,Basic,Branch,Four-Door Car,Small,1/31/11,Hail,575.7442258,174.041566,0,Yes,9,71
3974,RN20799,F,21926,Retired,High School or Below,Married,US,NE,Suburban,Personal L2,Personal Auto,7,63,Basic,Agent,Four-Door Car,Small,1/27/11,Hail,475.5194923,302.4,0,No,13,0
3975,VF58561,F,82413,Employed,Bachelor,Divorced,US,IA,Suburban,Personal L3,Personal Auto,3,62,Basic,Agent,Four-Door Car,Medsize,2/8/11,Collision,499.52115189999995,297.6,0,No,12,79
3976,HU26687,M,48008,Employed,Bachelor,Married,US,MO,Rural,Personal L3,Personal Auto,1,73,Basic,Branch,Four-Door Car,Medsize,1/18/11,Hail,282.48499669999995,137.081716,4,No,33,55
3977,VT84289,F,87796,Employed,College,Single,US,MO,Suburban,Personal L1,Personal Auto,4,74,Basic,Agent,Four-Door Car,Medsize,2/6/11,Collision,590.791176,355.2,0,No,23,10
3978,ZG17326,M,38928,Employed,Bachelor,Married,US,IA,Suburban,Personal L2,Personal Auto,8,64,Basic,Agent,Four-Door Car,Large,2/11/11,Hail,498.8579794,326.66005099999995,0,No,14,18
3979,ZR84007,M,58779,Employed,Bachelor,Single,US,NE,Suburban,Personal L1,Personal Auto,2,64,Basic,Branch,Four-Door Car,Medsize,1/5/11,Hail,740.5265785,307.2,1,No,13,82
3980,WM17695,F,98912,Employed,Doctor,Married,US,KS,Suburban,Personal L3,Personal Auto,2,135,Extended,Agent,SUV,Large,2/25/11,Collision,1655.3234220000002,714.831947,0,No,18,92
3981,YR76491,F,0,Unemployed,College,Married,US,IA,Rural,Personal L2,Personal Auto,2,137,Extended,Branch,SUV,Medsize,1/22/11,Hail,1510.222866,32.978158,0,No,10,92
3982,NY93341,F,33882,Employed,High School or Below,Married,US,NE,Rural,Personal L2,Personal Auto,6,114,Basic,Branch,SUV,Medsize,2/16/11,Scratch/Dent,911.8928908,272.835064,0,No,22,39
3983,BC87161,M,92296,Employed,Bachelor,Married,US,IA,Suburban,Personal L1,Personal Auto,1,69,Basic,Agent,Two-Door Car,Medsize,1/3/11,Hail,275.9978287,331.2,0,Yes,4,65
3984,PW23851,F,63287,Employed,Bachelor,Married,US,IA,Suburban,Personal L2,Personal Auto,2,127,Extended,Agent,SUV,Small,1/15/11,Collision,1525.157924,617.202619,0,No,5,84
3985,UM73815,F,74871,Employed,High School or Below,Married,US,NE,Suburban,Personal L3,Personal Auto,7,178,Premium,Call Center,SUV,Medsize,1/13/11,Collision,1451.7436810000002,854.4,0,No,0,15
3986,HW19506,F,37995,Employed,High School or Below,Married,US,NE,Suburban,Personal L3,Personal Auto,1,139,Extended,Branch,SUV,Medsize,1/27/11,Collision,559.712496,667.2,0,Yes,16,50
3987,JF90784,F,0,Unemployed,High School or Below,Divorced,US,MO,Suburban,Personal L2,Personal Auto,2,139,Extended,Branch,SUV,Small,1/8/11,Collision,1932.323675,1389.1401210000001,1,No,24,3
3988,OW15518,F,0,Unemployed,College,Married,US,KS,Rural,Personal L2,Personal Auto,2,87,Extended,Web,Two-Door Car,Medsize,1/10/11,Hail,1595.001951,46.041452,1,No,10,55
3989,BR28896,M,64706,Employed,High School or Below,Single,US,OK,Urban,Personal L3,Personal Auto,1,81,Extended,Web,Two-Door Car,Large,1/10/11,Hail,317.6356488,372.90968599999997,0,No,5,3
3990,PD32943,M,0,Unemployed,Bachelor,Married,US,IA,Suburban,Personal L3,Personal Auto,3,64,Basic,Branch,Four-Door Car,Small,1/6/11,Hail,452.6126785,307.2,1,No,32,89
3991,GM83516,M,29500,Employed,College,Divorced,US,NE,Suburban,Corporate L2,Corporate Auto,1,67,Basic,Agent,Four-Door Car,Medsize,1/7/11,Hail,257.37168590000005,321.6,0,No,14,72
3992,BK15048,M,0,Unemployed,College,Single,US,NE,Suburban,Personal L3,Personal Auto,2,69,Basic,Branch,Four-Door Car,Small,1/20/11,Collision,665.6709232999999,496.8,1,No,23,32
3993,RA27021,F,26410,Disabled,Bachelor,Married,US,OK,Rural,Corporate L1,Corporate Auto,2,91,Extended,Agent,Four-Door Car,Large,1/1/11,Hail,2756.473951,184.516188,0,No,17,90
3994,JW15941,M,97832,Employed,Master,Married,US,MO,Rural,Personal L3,Personal Auto,1,95,Extended,Web,Two-Door Car,Medsize,1/29/11,Hail,384.2794699,107.661239,0,No,5,98
3995,GP20408,F,94903,Employed,College,Married,US,IA,Suburban,Personal L3,Personal Auto,1,94,Extended,Agent,Two-Door Car,Small,1/28/11,Hail,380.81221469999997,451.2,0,Yes,3,38
3996,AM57175,F,62473,Employed,High School or Below,Divorced,US,IA,Suburban,Personal L3,Personal Auto,2,76,Extended,Branch,Four-Door Car,Small,1/6/11,Collision,1500.0842380000001,507.560729,1,No,6,70
3997,RI40862,M,85704,Employed,College,Married,US,OK,Urban,Personal L3,Personal Auto,7,69,Basic,Agent,Four-Door Car,Small,2/18/11,Collision,557.310605,325.395532,0,No,21,84
3998,EY86980,M,74270,Employed,Bachelor,Single,US,IA,Rural,Corporate L2,Corporate Auto,7,78,Extended,Agent,Two-Door Car,Medsize,1/14/11,Other,622.2212107999999,122.48648600000001,0,No,33,2
3999,FG24850,F,22886,Disabled,Master,Divorced,US,IA,Suburban,Personal L2,Personal Auto,3,65,Basic,Agent,Four-Door Car,Small,1/28/11,Collision,509.6673223,312.0,0,Yes,9,81
4000,JB39997,F,36464,Employed,College,Married,US,MO,Rural,Personal L1,Personal Auto,7,78,Extended,Call Center,Four-Door Car,Medsize,2/24/11,Other,618.3185785000001,93.515817,0,No,5,17
4001,CG43444,F,33599,Employed,Bachelor,Divorced,US,MO,Rural,Personal L3,Personal Auto,2,80,Extended,Branch,Four-Door Car,Small,1/27/11,Hail,938.8981904999999,111.26548600000001,0,No,23,31
4002,ZG69918,M,20819,Disabled,College,Married,US,IA,Urban,Special L2,Special Auto,2,73,Basic,Call Center,Four-Door Car,Medsize,1/14/11,Collision,816.8714346,206.86342199999999,1,No,4,65
4003,GM70734,F,29095,Medical Leave,College,Divorced,US,MO,Urban,Corporate L3,Corporate Auto,2,91,Extended,Agent,Two-Door Car,Medsize,1/29/11,Collision,1356.12048,280.800938,1,No,29,47
4004,PM14429,M,30852,Employed,College,Single,US,MO,Urban,Personal L3,Personal Auto,8,88,Extended,Branch,Four-Door Car,Medsize,2/4/11,Collision,669.9278956,318.866388,0,No,7,42
4005,FD55376,M,48448,Employed,High School or Below,Married,US,MO,Suburban,Corporate L3,Corporate Auto,2,74,Basic,Agent,Four-Door Car,Medsize,2/22/11,Scratch/Dent,2023.09675,355.2,1,No,24,11
4006,PS25185,F,20079,Medical Leave,Bachelor,Single,US,KS,Suburban,Corporate L3,Corporate Auto,1,110,Premium,Web,Two-Door Car,Medsize,1/20/11,Collision,409.7371676,528.0,0,No,1,63
4007,YE70791,M,12430,Medical Leave,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,4,73,Basic,Call Center,Four-Door Car,Medsize,2/26/11,Hail,516.949937,350.4,0,Yes,22,13
4008,UN52560,M,47669,Employed,Bachelor,Married,US,NE,Suburban,Personal L3,Personal Auto,3,80,Extended,Branch,Four-Door Car,Small,2/14/11,Hail,627.8764007,384.0,0,No,16,84
4009,SS95187,M,40794,Employed,Bachelor,Divorced,US,NE,Urban,Personal L3,Personal Auto,1,87,Extended,Branch,Four-Door Car,Medsize,1/29/11,Other,334.3933131,334.452807,0,No,6,87
4010,OU62959,M,95340,Employed,Bachelor,Married,US,MO,Urban,Personal L2,Personal Auto,3,198,Basic,Web,Luxury SUV,Medsize,2/9/11,Scratch/Dent,1553.178589,808.844338,2,No,5,84
4011,ZV36800,M,14476,Disabled,Bachelor,Married,US,IA,Suburban,Corporate L3,Corporate Auto,1,113,Basic,Branch,Sports Car,Medsize,1/23/11,Scratch/Dent,423.68429199999997,542.4,0,No,11,0
4012,XF83901,F,0,Unemployed,College,Single,US,NE,Suburban,Personal L2,Personal Auto,1,105,Premium,Branch,Four-Door Car,Large,1/12/11,Collision,369.2583567,756.0,0,No,28,69
4013,RE12758,M,26116,Employed,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,3,85,Extended,Agent,Four-Door Car,Medsize,2/22/11,Other,678.2556453999999,612.0,0,No,6,58
4014,CH97666,M,12454,Retired,Bachelor,Married,US,MO,Suburban,Personal L1,Personal Auto,1,100,Basic,Web,Sports Car,Medsize,1/14/11,Scratch/Dent,368.3472334,720.0,0,No,4,68
4015,NU25698,F,48245,Employed,High School or Below,Married,US,IA,Suburban,Personal L3,Personal Auto,2,121,Extended,Agent,SUV,Medsize,2/16/11,Collision,1399.568999,580.8,3,No,16,21
4016,ZV80216,M,0,Unemployed,High School or Below,Married,US,IA,Suburban,Personal L1,Personal Auto,1,153,Premium,Web,SUV,Medsize,1/26/11,Hail,561.9689084,1027.0000289999998,0,Yes,25,5
4017,PB47955,F,0,Unemployed,Bachelor,Single,US,IA,Suburban,Personal L3,Personal Auto,3,119,Basic,Branch,SUV,Medsize,1/11/11,Hail,833.1648336000001,856.8,0,No,3,54
4018,BD36887,F,37478,Employed,College,Married,US,OK,Suburban,Personal L1,Personal Auto,1,105,Basic,Agent,Sports Car,Medsize,1/27/11,Collision,417.118715,653.685468,0,No,4,53
4019,JG65202,M,0,Unemployed,High School or Below,Single,US,IA,Suburban,Personal L3,Personal Auto,2,74,Basic,Agent,Two-Door Car,Medsize,1/29/11,Collision,787.3567332,568.798455,0,No,24,82
4020,YV76240,F,45732,Employed,College,Married,US,IA,Urban,Corporate L2,Corporate Auto,9,134,Extended,Call Center,SUV,Large,1/4/11,Collision,1067.725385,611.918994,0,No,22,56
4021,LN28900,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L1,Personal Auto,2,85,Extended,Web,Four-Door Car,Small,2/23/11,Collision,1468.707959,612.0,0,No,3,61
4022,IN77241,M,65978,Employed,Bachelor,Married,US,KS,Urban,Corporate L1,Corporate Auto,3,67,Basic,Branch,Two-Door Car,Medsize,2/6/11,Hail,539.4703228999999,251.79586899999998,0,No,3,50
4023,DI42246,M,0,Unemployed,College,Married,US,NE,Suburban,Personal L2,Personal Auto,1,62,Basic,Agent,Four-Door Car,Medsize,1/20/11,Collision,223.0755716,325.88607,0,No,9,49
4024,SE86346,F,58467,Employed,College,Married,US,OK,Suburban,Corporate L3,Corporate Auto,2,65,Basic,Web,Four-Door Car,Small,2/16/11,Hail,777.1018055,452.915621,0,No,30,90
4025,FK46365,F,82427,Employed,College,Married,US,KS,Suburban,Personal L3,Personal Auto,1,102,Basic,Agent,SUV,Small,2/3/11,Hail,410.38491919999996,489.6,0,No,24,5
4026,XW93623,M,33811,Employed,Bachelor,Married,US,OK,Urban,Personal L3,Personal Auto,1,184,Basic,Agent,Luxury SUV,Medsize,2/9/11,Scratch/Dent,722.1151702000001,587.37679,0,No,17,59
4027,FJ62579,M,0,Unemployed,High School or Below,Divorced,US,IA,Suburban,Personal L3,Personal Auto,7,183,Basic,Call Center,Luxury SUV,Small,1/20/11,Collision,1228.50473,878.4,2,No,29,65
4028,ZZ22193,F,37675,Employed,Master,Single,US,MO,Suburban,Personal L2,Personal Auto,3,71,Basic,Agent,Four-Door Car,Medsize,1/5/11,Collision,570.4679894,380.919824,0,No,25,80
4029,ZY77695,M,0,Unemployed,Bachelor,Single,US,NE,Suburban,Personal L3,Personal Auto,1,72,Basic,Agent,Two-Door Car,Medsize,1/10/11,Collision,243.39134190000001,345.6,0,No,28,29
4030,ZJ65064,F,0,Unemployed,College,Single,US,MO,Suburban,Personal L1,Personal Auto,8,70,Basic,Call Center,Four-Door Car,Medsize,2/5/11,Scratch/Dent,492.1752296,336.0,0,No,28,29
4031,FA59186,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L2,Personal Auto,3,67,Basic,Web,Two-Door Car,Medsize,1/14/11,Collision,466.0006868,482.4,0,No,11,87
4032,XS74336,F,0,Unemployed,High School or Below,Single,US,KS,Suburban,Personal L3,Personal Auto,1,71,Basic,Web,Four-Door Car,Small,2/22/11,Other,254.15229069999995,511.2,0,No,12,37
4033,RT80802,M,19851,Disabled,College,Married,US,OK,Rural,Personal L3,Personal Auto,2,102,Basic,Branch,Sports Car,Small,1/19/11,Collision,1165.859927,220.03858799999998,0,No,33,51
4034,KN65809,F,0,Unemployed,High School or Below,Married,US,KS,Suburban,Personal L3,Personal Auto,2,99,Extended,Agent,Four-Door Car,Small,1/4/11,Collision,1113.1566369999998,475.2,0,No,26,60
4035,QF17381,F,0,Unemployed,Bachelor,Married,US,NE,Suburban,Corporate L3,Corporate Auto,3,62,Basic,Agent,Four-Door Car,Small,1/6/11,Collision,473.35073430000006,740.838216,0,No,5,41
4036,JF16897,F,28360,Employed,High School or Below,Married,US,IA,Suburban,Personal L3,Personal Auto,2,73,Basic,Branch,Four-Door Car,Medsize,2/23/11,Collision,877.6363447999998,863.9099890000001,0,No,8,65
4037,PB90912,M,70833,Employed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,1,193,Basic,Web,Luxury SUV,Large,2/8/11,Hail,780.4022472999999,926.4,0,No,15,33
4038,CH50339,F,0,Unemployed,Master,Married,US,NE,Suburban,Corporate L2,Corporate Auto,1,69,Basic,Call Center,Four-Door Car,Small,1/8/11,Other,252.2256441,470.275242,1,No,18,64
4039,GU41198,F,62421,Employed,Bachelor,Divorced,US,MO,Suburban,Corporate L3,Corporate Auto,2,80,Extended,Call Center,Four-Door Car,Medsize,1/7/11,Collision,953.6338382000001,384.0,2,No,22,50
4040,CT96082,F,13933,Disabled,Bachelor,Married,US,IA,Rural,Corporate L3,Corporate Auto,6,62,Basic,Call Center,Two-Door Car,Medsize,1/5/11,Collision,471.10801979999997,49.364253999999995,0,No,25,32
4041,KP26590,F,40513,Employed,Bachelor,Married,US,OK,Rural,Personal L2,Personal Auto,1,96,Extended,Branch,Four-Door Car,Large,2/16/11,Collision,380.1282266,151.589577,1,No,21,37
4042,ZQ51896,M,0,Unemployed,College,Single,US,IA,Suburban,Special L1,Special Auto,2,108,Basic,Web,SUV,Large,1/22/11,Other,2115.930151,777.6,0,No,15,17
4043,BI34286,M,47259,Employed,Master,Married,US,IA,Suburban,Corporate L2,Corporate Auto,5,81,Extended,Branch,Four-Door Car,Medsize,2/27/11,Collision,651.5026481000001,388.8,0,No,22,54
4044,XJ97760,M,35039,Employed,Master,Single,US,MO,Urban,Personal L1,Personal Auto,8,61,Basic,Call Center,Four-Door Car,Medsize,1/1/11,Collision,473.9861234,254.30899100000002,0,No,7,87
4045,CO71128,F,0,Unemployed,College,Single,US,MO,Suburban,Personal L2,Personal Auto,2,190,Basic,Agent,Luxury SUV,Medsize,1/7/11,Hail,2124.094357,1368.0,0,No,7,45
4046,SJ88799,M,92539,Employed,High School or Below,Single,US,KS,Suburban,Personal L2,Personal Auto,1,101,Premium,Agent,Four-Door Car,Medsize,1/5/11,Scratch/Dent,398.0838735,707.408058,0,No,2,61
4047,RC74014,F,0,Unemployed,College,Single,US,IA,Suburban,Special L3,Special Auto,6,71,Basic,Web,Two-Door Car,Small,1/27/11,Scratch/Dent,499.03435379999996,849.666647,0,No,3,84
4048,CP66511,M,92038,Employed,High School or Below,Married,US,IA,Urban,Personal L3,Personal Auto,1,65,Basic,Agent,Two-Door Car,Small,2/10/11,Hail,256.2604728,178.408186,2,No,4,44
4049,JG13893,M,51789,Employed,Bachelor,Married,US,OK,Suburban,Corporate L2,Corporate Auto,2,61,Basic,Call Center,Two-Door Car,Large,1/19/11,Other,735.5349908,435.835125,0,No,33,31
4050,ER49844,M,61972,Employed,College,Married,US,NE,Rural,Personal L1,Personal Auto,5,64,Basic,Call Center,Four-Door Car,Medsize,1/19/11,Other,504.1447024,138.961963,2,No,2,52
4051,AU91447,M,40870,Employed,Doctor,Married,US,IA,Suburban,Special L2,Special Auto,2,105,Basic,Agent,SUV,Large,1/14/11,Collision,1273.1951609999999,504.0,0,Yes,3,56
4052,SK58227,F,52583,Employed,High School or Below,Single,US,MO,Urban,Personal L2,Personal Auto,7,113,Basic,Agent,SUV,Small,2/3/11,Collision,887.9790017000001,528.2008599999999,0,Yes,12,59
4053,HG23705,F,79681,Employed,Bachelor,Single,US,NE,Rural,Personal L3,Personal Auto,1,73,Basic,Agent,Four-Door Car,Medsize,1/5/11,Hail,287.2669164,9.160139,1,No,4,93
4054,MV93555,F,69792,Employed,High School or Below,Single,US,IA,Suburban,Personal L3,Personal Auto,3,137,Extended,Web,SUV,Medsize,1/14/11,Hail,1105.822493,696.757797,0,No,1,95
4055,VQ20924,F,19794,Disabled,High School or Below,Married,US,NE,Suburban,Corporate L3,Corporate Auto,8,93,Extended,Agent,Two-Door Car,Large,2/10/11,Hail,713.8167712000001,603.077136,0,No,24,80
4056,AR59416,M,0,Unemployed,High School or Below,Married,US,IA,Suburban,Personal L3,Personal Auto,2,113,Basic,Web,SUV,Medsize,2/22/11,Other,2903.747753,542.4,0,No,0,16
4057,DF65548,F,26680,Employed,Master,Married,US,MO,Suburban,Personal L2,Personal Auto,5,106,Premium,Agent,Two-Door Car,Small,1/24/11,Collision,861.3464627000001,508.8,0,No,11,49
4058,PA28328,F,93272,Employed,College,Married,US,MO,Urban,Corporate L3,Corporate Auto,1,95,Extended,Branch,Four-Door Car,Medsize,1/6/11,Hail,386.1486269,281.110788,0,Yes,3,54
4059,WY31530,M,0,Unemployed,Doctor,Married,US,IA,Rural,Personal L2,Personal Auto,1,68,Basic,Branch,Two-Door Car,Medsize,2/15/11,Hail,248.2915577,87.272319,0,No,21,73
4060,LV89056,F,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L2,Personal Auto,1,91,Extended,Call Center,Four-Door Car,Medsize,1/18/11,Collision,313.3018242,655.2,1,No,7,14
4061,KC49055,M,21835,Employed,Bachelor,Married,US,IA,Suburban,Personal L2,Personal Auto,3,92,Extended,Agent,Two-Door Car,Medsize,1/21/11,Other,712.3082387999999,621.617047,0,No,2,83
4062,RA62150,F,0,Unemployed,College,Single,US,NE,Suburban,Personal L1,Personal Auto,2,116,Basic,Branch,SUV,Medsize,2/8/11,Hail,2843.5640350000003,899.6371800000001,0,No,29,22
4063,OY70124,F,73054,Employed,Bachelor,Married,US,KS,Urban,Personal L3,Personal Auto,2,106,Basic,Branch,SUV,Medsize,1/7/11,Collision,1274.1847539999999,419.36595800000003,1,Yes,34,36
4064,OT94107,F,35551,Employed,Bachelor,Single,US,IA,Suburban,Personal L2,Personal Auto,1,81,Extended,Branch,Four-Door Car,Small,2/14/11,Hail,317.68656089999996,565.1085009999999,1,No,33,52
4065,CF27806,F,54507,Employed,Bachelor,Married,US,MO,Suburban,Personal L3,Personal Auto,1,138,Extended,Agent,SUV,Medsize,2/17/11,Hail,547.0060561,702.990032,0,Yes,20,11
4066,EK50729,M,0,Unemployed,Bachelor,Divorced,US,IA,Suburban,Personal L3,Personal Auto,7,67,Basic,Branch,Four-Door Car,Medsize,1/17/11,Collision,458.2647706,321.6,0,No,27,7
4067,TF53472,F,41336,Employed,Bachelor,Divorced,US,IA,Urban,Personal L3,Personal Auto,5,68,Basic,Agent,Four-Door Car,Medsize,2/1/11,Collision,535.0214918,263.090605,0,No,33,25
4068,PG50529,F,31972,Employed,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,3,70,Basic,Call Center,Four-Door Car,Small,2/10/11,Collision,558.0916513999999,416.2618,0,No,4,89
4069,QT46509,M,20416,Disabled,College,Married,US,IA,Suburban,Personal L3,Personal Auto,7,93,Extended,Branch,Four-Door Car,Small,1/31/11,Scratch/Dent,704.8544757999999,446.4,0,No,33,68
4070,LI72489,M,46338,Employed,Bachelor,Married,US,OK,Rural,Corporate L3,Corporate Auto,9,193,Premium,Web,SUV,Medsize,2/26/11,Other,1530.622493,19.46445,0,No,24,68
4071,MF74413,M,0,Unemployed,High School or Below,Married,US,IA,Suburban,Personal L3,Personal Auto,9,131,Extended,Agent,SUV,Medsize,1/31/11,Collision,965.7579498,628.8,0,Yes,34,61
